,chipid,month,score
6499,bf01d918,5,0.912
6500,bf0e19d3,5,0.976
6501,bf1497d2,8,0.922
6502,bf18d3e0,5,0.981
6503,bf18e08b,0,0.949
6504,bf211edc,9,0.921
6505,bf231ee6,2,0.889
6506,bf2538b1,5,0.954
6507,bf2d7474,5,0.958
6508,bf2eee67,5,0.95
6509,bf34d9b3,6,0.871
6510,bf3edd9e,8,0.969
6511,bf406cfa,6,0.943
6512,bf529644,1,0.995
6513,bf5d9601,3,0.884
6514,bf682932,2,0.827
6515,bf7527de,2,0.912
6516,bf942596,5,0.961
6517,bf966d30,5,0.917
6518,bfa02b4e,10,0.6910000000000001
6519,bfa22e61,5,0.985
6520,bfbf9a9f,6,0.9319999999999999
6521,bfcadc58,5,0.977
6522,bfcbb808,4,0.9339999999999999
6523,bfd728b2,4,0.946
6524,bfd824eb,8,0.5609999999999999
6525,bfd9def8,4,0.901
6526,bfdb3bf4,6,0.92
6527,bfdfc85d,2,0.831
6528,bfe12d3b,0,0.997
6529,bfe3daf4,1,0.97
6530,bfe56b66,7,0.948
6531,c002c76d,4,0.992
6532,c00b68e8,8,0.976
6533,c00c823a,1,0.967
6534,c01104f3,7,0.791
6535,c0124a39,11,0.716
6536,c020571f,4,0.998
6537,c026d4b0,1,0.953
6538,c03e3155,10,0.977
6539,c0554690,5,0.975
6540,c05eac76,0,0.989
6541,c0633740,1,0.89
6542,c07d12a5,1,0.973
6543,c07ed4f9,5,0.917
6544,c09f8164,8,0.995
6545,c0a83db3,6,0.965
6546,c0ac2ffe,11,0.844
6547,c0b84175,0,0.907
6548,c0bddbbd,6,0.764
6549,c0c04d7d,6,0.898
6550,c0c9a141,6,0.8069999999999999
6551,c0ce24cd,5,0.99
6552,c0d5cc9c,4,0.938
6553,c0f4b2c7,0,0.908
6554,c0f765a1,6,0.964
6555,c0f929c7,11,0.917
6556,c1079215,9,0.902
6557,c12258ec,11,0.926
6558,c13594f6,6,0.748
6559,c136ec07,1,0.938
6560,c13abef4,5,0.886
6561,c141b258,6,1.0
6562,c159839f,5,0.907
6563,c15e4436,7,0.856
6564,c163d7e4,6,0.971
6565,c16444b4,7,0.935
6566,c1662b34,11,0.867
6567,c1792a50,9,1.0
6568,c17a766b,1,0.838
6569,c17eaa42,6,0.981
6570,c1b45fff,4,0.956
6571,c1bdc230,5,0.973
6572,c1c1b42a,8,0.851
6573,c1ceba5b,7,0.904
6574,c1d372ac,2,0.8280000000000001
6575,c1dac3e7,7,0.874
6576,c1e03481,11,0.87
6577,c1eff6b7,8,0.953
6578,c1f017a5,4,0.984
6579,c1f21f23,6,0.969
6580,c200c7ee,7,0.904
6581,c20c64e8,5,0.971
6582,c21b49c7,8,1.0
6583,c239632c,4,0.973
6584,c23c49ba,6,0.841
6585,c2400457,4,0.9299999999999999
6586,c24587f1,2,0.825
6587,c25839f8,2,0.999
6588,c25d1586,6,0.945
6589,c276a4ed,1,0.942
6590,c2794f15,1,0.949
6591,c279da29,11,0.825
6592,c285113b,6,0.982
6593,c28f9d41,5,0.967
6594,c292bc6a,5,0.947
6595,c2963432,1,0.975
6596,c29bfd33,11,0.876
6597,c2a0d508,7,0.982
6598,c2ac6bac,6,0.947
6599,c2b67bbb,5,0.972
6600,c2bf02a4,5,0.955
6601,c2c04661,4,0.978
6602,c2c36074,1,0.864
6603,c2cbc586,0,0.909
6604,c2ce16fb,2,0.945
6605,c2e3984a,4,0.854
6606,c2f6029e,9,0.952
6607,c2f76bc5,11,0.731
6608,c2f998a0,6,0.9410000000000001
6609,c2fbec55,11,1.0
6610,c2fde0f0,9,0.858
6611,c30d459d,3,0.888
6612,c30d9e25,5,0.972
6613,c312b1e0,7,0.95
6614,c31a8000,8,0.77
6615,c31eb34f,1,0.833
6616,c328572a,6,0.937
6617,c328ed6f,11,0.842
6618,c334b0be,10,0.906
6619,c33e0ded,11,0.643
6620,c35207f0,2,0.87
6621,c3529a8b,7,0.897
6622,c353885b,11,0.971
6623,c360c986,4,0.986
6624,c364f781,6,0.983
6625,c3749d2f,6,0.888
6626,c3769534,4,0.97
6627,c3771d47,3,0.83
6628,c38bd02f,6,0.951
6629,c390716f,5,0.925
6630,c390e5ea,2,0.993
6631,c39b68c2,5,0.995
6632,c39baeb8,4,0.881
6633,c3a416d4,5,0.996
6634,c3a6d77a,6,0.96
6635,c3a9dce0,8,0.991
6636,c3adcdce,11,0.8
6637,c3be083e,1,0.9339999999999999
6638,c3bec097,2,0.802
6639,c3d14846,8,0.997
6640,c3d89075,6,0.931
6641,c3e1a538,11,0.946
6642,c3e1c64c,5,0.973
6643,c3efae7e,4,0.976
6644,c3f83500,2,0.85
6645,c3fdcc43,6,0.966
6646,c414600b,6,0.953
6647,c416e4a6,11,0.902
6648,c42594dd,7,0.752
6649,c4301206,2,0.8
6650,c436fdd9,5,0.979
6651,c4385d40,10,0.995
6652,c439d9eb,6,0.933
6653,c449fd4e,6,0.94
6654,c453546b,5,0.97
6655,c45cff4c,2,1.0
6656,c46b6800,4,0.985
6657,c46cd872,5,0.929
6658,c46fd237,11,0.8220000000000001
6659,c4724aaf,7,0.947
6660,c4746995,5,0.951
6661,c474b643,10,0.916
6662,c4755f81,6,0.891
6663,c48056ed,7,0.858
6664,c4896a30,7,0.953
6665,c498a3c3,5,0.992
6666,c49962b3,2,0.963
6667,c499bd0a,7,0.8109999999999999
6668,c4a9860e,7,0.924
6669,c4b07d8c,5,0.98
6670,c4b0919d,1,0.897
6671,c4b1d80a,5,0.96
6672,c4c171b4,5,0.981
6673,c4c50b70,5,0.944
6674,c4c6abb5,6,0.984
6675,c4c70521,5,0.789
6676,c4c878d3,5,0.92
6677,c4ccf44b,2,0.906
6678,c4d92f92,0,0.9339999999999999
6679,c4ddb211,1,0.886
6680,c4e55b75,2,0.893
6681,c4ec9e5a,6,0.982
6682,c505795b,1,1.0
6683,c50aedca,11,0.923
6684,c50cdf95,10,0.821
6685,c5111b82,3,0.883
6686,c511493f,9,0.832
6687,c517270a,10,0.837
6688,c5177488,1,0.843
6689,c51b3a8b,3,0.919
6690,c51efc52,8,1.0
6691,c526931e,6,0.87
6692,c539606d,11,1.0
6693,c5513a12,5,0.944
6694,c5542650,11,0.983
6695,c5599aaa,0,0.947
6696,c55f3a0b,1,0.938
6697,c5622eb6,1,0.971
6698,c57221d8,2,0.86
6699,c57e2ab0,10,0.994
6700,c581e317,11,0.8180000000000001
6701,c5877585,6,0.988
6702,c5922a0c,6,0.975
6703,c596fac0,7,0.847
6704,c5986c9f,5,0.961
6705,c5a4d072,5,0.991
6706,c5a694f6,10,1.0
6707,c5b5d413,7,0.993
6708,c5b7f9e3,6,0.896
6709,c5c0b001,5,0.87
6710,c5c4498d,2,0.833
6711,c5caa803,0,0.919
6712,c5cc3c34,0,0.876
6713,c5f00b60,7,0.891
6714,c5f416b5,0,0.994
6715,c5f78ec5,10,0.8220000000000001
6716,c5fbf994,8,0.993
6717,c6154538,7,0.871
6718,c61dd25d,9,0.793
6719,c622e49a,5,0.996
6720,c6285a92,5,0.9339999999999999
6721,c62c3224,7,0.857
6722,c62edd1a,5,0.973
6723,c6391e35,7,0.904
6724,c63a7114,4,0.995
6725,c63a71e3,4,0.974
6726,c63f2595,6,0.86
6727,c64e1611,4,0.976
6728,c650a03a,11,0.942
6729,c66014ad,2,0.758
6730,c668f7c3,9,0.76
6731,c66bfd48,2,0.838
6732,c6776938,7,0.899
6733,c678f7f7,7,0.871
6734,c67bcfd4,5,0.972
6735,c67faee0,1,0.99
6736,c6838cbd,5,0.988
6737,c686513a,4,0.962
6738,c687da8e,2,0.985
6739,c690365e,4,0.956
6740,c693de27,5,0.961
6741,c6a00b20,1,0.912
6742,c6a0ac63,7,0.925
6743,c6a1a0d1,5,0.98
6744,c6b164ee,2,0.889
6745,c6b361ff,11,0.895
6746,c6bce239,8,0.863
6747,c6d6a58f,4,0.96
6748,c6df5c4b,5,0.961
6749,c6e7b8a9,1,0.8009999999999999
6750,c6f01cd4,9,0.994
6751,c708e5ea,10,0.952
6752,c71306e1,5,0.986
6753,c715f79d,5,0.97
6754,c7163421,6,0.973
6755,c71866b9,9,0.69
6756,c721c4f2,7,0.983
6757,c72395a6,11,0.845
6758,c7245c44,8,0.98
6759,c733a972,2,0.967
6760,c738a1a3,4,0.945
6761,c738dee6,6,0.9299999999999999
6762,c73ac328,9,0.89
6763,c73b4b6a,11,0.923
6764,c73ee5c7,7,0.831
6765,c74119fe,1,0.881
6766,c7481c2a,0,0.951
6767,c7687b82,11,0.897
6768,c76adbba,5,0.997
6769,c7867c63,7,0.878
6770,c79636b0,10,0.774
6771,c7979d63,3,0.97
6772,c79df247,4,0.965
6773,c79e36e5,4,0.945
6774,c7a5e9fc,7,0.806
6775,c7a9fadb,8,1.0
6776,c7b22acb,11,1.0
6777,c7b26ad0,5,0.971
6778,c7ba2e1e,1,1.0
6779,c7c3ccd1,5,0.92
6780,c7c9f957,7,0.942
6781,c7e2243a,6,0.789
6782,c7e31ee6,2,1.0
6783,c7e33f91,5,0.868
6784,c7e45bbb,6,0.91
6785,c803f8cc,9,0.913
6786,c805005c,10,1.0
6787,c808d947,5,0.981
6788,c80d39a2,5,0.958
6789,c80ec0f9,1,0.929
6790,c81172c0,9,0.8089999999999999
6791,c8169139,11,0.9359999999999999
6792,c81cf1ca,11,0.9299999999999999
6793,c82a87a4,6,0.73
6794,c832bcd3,5,0.9299999999999999
6795,c8331762,7,0.978
6796,c843010d,1,0.957
6797,c8432355,5,0.979
6798,c84c6ce3,11,0.87
6799,c850f570,5,0.961
6800,c87248a7,0,0.94
6801,c877de97,5,0.8160000000000001
6802,c87a6a1c,6,0.907
6803,c87df76c,4,0.972
6804,c87ffc5b,5,0.96
6805,c882c8bc,6,0.983
6806,c8832af0,4,0.955
6807,c88d83d7,5,0.98
6808,c8914d2f,5,0.927
6809,c899d6dd,6,0.876
6810,c8a81136,1,0.999
6811,c8b4d2d0,11,0.972
6812,c8b677e2,5,0.918
6813,c8ba761d,6,0.959
6814,c8f2ba99,2,0.886
6815,c8f621fd,7,0.773
6816,c903cf33,7,0.913
6817,c913e5e2,6,0.982
6818,c91a4894,10,0.743
6819,c921226b,10,0.943
6820,c93400be,2,0.928
6821,c93541eb,5,0.985
6822,c9491742,7,0.967
6823,c9538c58,10,0.913
6824,c95b5016,0,0.985
6825,c9607c11,9,1.0
6826,c962cd12,5,0.9410000000000001
6827,c96397ee,5,0.966
6828,c96ceb57,7,0.9359999999999999
6829,c983aeeb,2,0.838
6830,c98c9fa4,9,0.795
6831,c993c51d,2,0.973
6832,c9a0ea21,7,0.991
6833,c9a2ab0c,1,0.91
6834,c9a3cb30,0,0.902
6835,c9bc9bbb,4,0.883
6836,c9c2dc3a,7,0.852
6837,c9c7f224,6,0.959
6838,c9c959c0,7,0.916
6839,c9cb2a42,4,0.972
6840,c9cba166,8,0.996
6841,c9d62573,1,0.88
6842,c9dfd577,1,0.839
6843,c9e38068,6,1.0
6844,c9eb07cc,6,0.974
6845,c9f7c986,6,0.921
6846,c9f90c22,5,0.961
6847,ca06ad1a,10,0.743
6848,ca0ed818,1,0.996
6849,ca18bfa8,5,0.996
6850,ca1d5735,5,0.985
6851,ca1eea8b,7,0.687
6852,ca1f4c1b,7,0.931
6853,ca217b72,6,0.919
6854,ca23d64d,5,0.981
6855,ca25aa84,1,0.835
6856,ca25b48f,5,0.992
6857,ca304b9e,7,0.935
6858,ca3acc90,5,0.863
6859,ca3dc310,5,0.937
6860,ca43d957,0,0.884
6861,ca472794,5,0.974
6862,ca4d455b,5,0.9339999999999999
6863,ca4df568,2,0.965
6864,ca564da1,10,0.904
6865,ca6024c0,6,0.954
6866,ca7118e7,8,0.951
6867,ca8002d7,11,0.974
6868,ca887448,5,0.959
6869,ca8974c6,4,0.972
6870,ca9ffc0c,9,0.91
6871,caa66443,5,0.987
6872,caa97246,6,0.967
6873,caaadc9e,8,0.916
6874,cab42316,5,0.9410000000000001
6875,cabaf6e7,6,0.966
6876,cabc6b9f,8,0.921
6877,cac9b288,9,0.836
6878,cae3a889,4,0.832
6879,cae665be,1,0.88
6880,caedb405,0,0.964
6881,cafcad4f,4,0.921
6882,cafffd1d,3,0.81
6883,cb119560,2,0.95
6884,cb13eaf5,5,0.9339999999999999
6885,cb16cedb,1,0.946
6886,cb1928ae,2,0.89
6887,cb2e9a9b,6,0.983
6888,cb34b9f4,5,0.976
6889,cb3a339f,5,0.955
6890,cb3be779,8,1.0
6891,cb3f0210,5,0.972
6892,cb48ec4e,8,0.887
6893,cb4f154b,7,0.953
6894,cb4f22a5,8,0.856
6895,cb523f2e,5,0.901
6896,cb54f3a6,10,0.91
6897,cb60c8fc,5,0.99
6898,cb62fd75,5,0.989
6899,cb65919c,6,0.92
6900,cb6eba9a,5,0.968
6901,cb73db4b,8,1.0
6902,cb76c091,6,0.996
6903,cb779315,8,1.0
6904,cb7f0721,4,0.877
6905,cb7f3f9d,5,0.918
6906,cb8174a4,8,1.0
6907,cb817dc3,7,0.946
6908,cb84d880,7,0.802
6909,cb86ee86,8,1.0
6910,cb9025e3,10,0.935
6911,cb9181c6,5,0.968
6912,cb94b1c9,6,0.949
6913,cb960f83,2,0.917
6914,cb9bbaa6,2,0.88
6915,cb9c8d4f,1,0.992
6916,cba32d0a,5,0.931
6917,cba9b31d,5,0.959
6918,cbba02db,2,0.994
6919,cbbe67b0,11,0.733
6920,cbcc96e7,1,1.0
6921,cbe8466e,5,0.974
6922,cbf7e1a1,4,0.972
6923,cc11eedb,7,1.0
6924,cc132384,5,0.959
6925,cc143994,0,0.786
6926,cc379d0e,11,0.876
6927,cc381814,1,0.922
6928,cc47a4df,8,0.955
6929,cc4b3e3c,8,1.0
6930,cc4c83d7,4,0.869
6931,cc502dfb,10,0.961
6932,cc536e91,1,0.962
6933,cc5635f0,5,0.997
6934,cc564780,9,1.0
6935,cc59711c,1,0.985
6936,cc5d6969,5,0.973
6937,cc6e2d62,7,0.836
6938,cc748ca0,6,0.842
6939,cc8600cc,5,0.987
6940,cc8f554a,6,0.982
6941,cc977dd5,1,0.957
6942,cc9f1af9,5,0.99
6943,ccae98e0,1,0.823
6944,ccaf1cb4,2,1.0
6945,ccb20bc0,10,0.7
6946,ccb76a83,9,0.97
6947,ccb7d5e4,3,0.875
6948,ccc384e4,5,0.959
6949,ccc427de,0,0.861
6950,cccf8db0,1,0.925
6951,cce01f3b,1,0.819
6952,cce5812b,7,0.7150000000000001
6953,cceef93a,1,0.9390000000000001
6954,ccf67aa7,6,0.974
6955,ccfe6454,7,0.982
6956,cd047343,2,0.937
6957,cd0758df,7,0.765
6958,cd0d6ae2,11,0.947
6959,cd10af67,6,0.962
6960,cd25f538,7,0.9359999999999999
6961,cd27e7bc,11,0.948
6962,cd2cf221,6,0.982
6963,cd39da33,2,0.8240000000000001
6964,cd3d2592,7,0.9339999999999999
6965,cd400e2e,5,0.973
6966,cd588d96,3,0.987
6967,cd724b91,2,0.969
6968,cd7a1d59,0,0.911
6969,cd7a9823,1,0.935
6970,cd81157c,2,0.81
6971,cd825639,7,0.946
6972,cd85eb56,7,0.716
6973,cda0d3ff,6,0.963
6974,cda1d967,7,0.909
6975,cda663c7,0,0.916
6976,cdb54dde,5,0.996
6977,cdbab0cc,1,0.9339999999999999
6978,cdc950c1,5,0.987
6979,cdd614d2,6,0.896
6980,cdddf3c4,6,0.853
6981,cddf4109,4,0.869
6982,cdebd6fd,5,0.997
6983,cdf1770b,6,0.875
6984,cdf8813a,11,0.897
6985,cdfb7833,1,1.0
6986,cdfb8f7e,2,0.832
6987,cdfd2f1f,6,0.787
6988,ce0418e9,5,0.96
6989,ce0de370,6,0.973
6990,ce129ca3,4,0.97
6991,ce257c24,11,0.84
6992,ce266651,8,1.0
6993,ce2a239a,4,0.974
6994,ce2c7ff5,8,0.829
6995,ce3059e5,5,0.969
6996,ce332a2e,8,1.0
6997,ce34fc1a,10,0.8260000000000001
6998,ce3759b1,6,0.86
6999,ce3a8569,7,0.823
7000,ce3a9544,10,0.8049999999999999
7001,ce3dae00,6,0.98
7002,ce400b05,7,0.967
7003,ce45bb44,4,0.988
7004,ce49f607,8,0.999
7005,ce4c10a5,2,0.993
7006,ce4c227d,4,0.785
7007,ce4c2dd0,11,0.909
7008,ce7b40e1,7,0.925
7009,ce83151e,8,0.633
7010,ce9d0a64,4,0.844
7011,cea2ef99,2,0.968
7012,ceabb6e5,6,0.975
7013,ceb60fae,8,1.0
7014,ceb6d95e,1,0.992
7015,cebb75f0,7,0.961
7016,cebde576,2,0.903
7017,cec4b5f9,5,0.985
7018,cec8eda2,11,0.921
7019,cec90654,10,0.735
7020,ceca4625,4,0.967
7021,ceccff84,2,0.885
7022,ced629d8,6,0.98
7023,ceda5a99,6,0.971
7024,cedacbc2,7,0.864
7025,cef632d8,4,0.985
7026,cefcff68,6,0.973
7027,ceffcbd0,2,1.0
7028,cf155afe,5,0.96
7029,cf1fb700,4,0.976
7030,cf24f6af,11,0.84
7031,cf3382b5,5,0.9390000000000001
7032,cf35e9a3,10,0.767
7033,cf412490,5,0.947
7034,cf44c711,2,0.948
7035,cf4c2c78,2,1.0
7036,cf4ed118,2,1.0
7037,cf51dca1,5,0.961
7038,cf61d16b,1,0.812
7039,cf6388b1,2,0.919
7040,cf685959,7,0.842
7041,cf6f4f70,10,0.853
7042,cf71d9a9,10,0.917
7043,cf745143,4,0.95
7044,cf835fa2,6,0.97
7045,cf865ba1,7,0.906
7046,cf8a7594,7,0.979
7047,cf8d46f0,5,0.961
7048,cf985a55,2,0.97
7049,cfa59c31,7,0.867
7050,cfa638cc,2,0.948
7051,cfa6c839,6,0.944
7052,cfb97283,5,0.97
7053,cfcc42cf,10,0.725
7054,cfd1187e,2,0.6799999999999999
7055,cfd1ef60,6,0.907
7056,cfd48e7e,2,0.953
7057,cffd96cc,11,0.8009999999999999
7058,cfff1a1b,6,0.866
7059,d0041f93,10,0.879
7060,d00ff296,11,1.0
7061,d022f7fe,3,0.873
7062,d02679e6,5,0.974
7063,d02be9ae,6,0.8160000000000001
7064,d0324996,2,0.913
7065,d05105aa,2,0.975
7066,d0565d0f,2,0.969
7067,d064da7b,11,0.785
7068,d0694a36,7,0.908
7069,d06bcfd7,5,0.951
7070,d0722526,6,0.896
7071,d0799e06,6,0.951
7072,d07b721b,11,0.871
7073,d07bd29a,1,0.996
7074,d0841229,2,0.883
7075,d0a53a50,5,0.987
7076,d0a5ea3f,1,0.997
7077,d0ae8dcb,3,0.986
7078,d0bee355,9,0.742
7079,d0cd4b84,7,0.832
7080,d0d5e0ce,2,0.946
7081,d0ebe68a,2,0.956
7082,d0eceace,6,0.84
7083,d0f06c0e,4,0.971
7084,d0f6258d,9,1.0
7085,d0fa67db,10,0.74
7086,d0ff27a8,5,0.956
7087,d10d20b5,5,0.974
7088,d113ff6d,5,0.951
7089,d11e3047,6,0.951
7090,d1248eea,6,0.978
7091,d1312602,11,1.0
7092,d1327f26,10,0.772
7093,d1366e7b,5,0.946
7094,d13e4a15,5,0.978
7095,d1501174,4,0.974
7096,d159fcfc,5,0.965
7097,d15f65dc,6,0.92
7098,d16643c7,5,0.996
7099,d16ad52d,5,0.978
7100,d173eee8,4,0.972
7101,d1775a45,6,0.938
7102,d18e6f33,6,0.944
7103,d1a378e9,6,0.945
7104,d1a4a334,6,0.954
7105,d1c8c95e,5,0.9359999999999999
7106,d1ccc0c0,6,0.846
7107,d1d21cb7,6,0.929
7108,d1d43890,11,0.848
7109,d1da60a3,2,0.8029999999999999
7110,d1e03bdb,7,0.891
7111,d1e12c6c,6,0.943
7112,d1ed3e52,0,1.0
7113,d1ee88dd,2,0.756
7114,d2015a61,1,0.952
7115,d201f5fa,7,0.912
7116,d211fd52,10,0.991
7117,d212dc4c,5,0.9390000000000001
7118,d221e04d,2,0.981
7119,d225cf26,10,0.897
7120,d2266bd3,10,0.665
7121,d231dc28,5,0.974
7122,d2361362,2,0.94
7123,d247abbb,9,0.915
7124,d24f44b5,6,0.89
7125,d254e3d3,4,0.899
7126,d258594f,5,0.959
7127,d25938f9,5,0.985
7128,d25ed702,6,0.858
7129,d2672ccb,9,0.956
7130,d26e2de4,6,0.895
7131,d272ddec,11,0.791
7132,d294013a,11,0.853
7133,d2968ab2,5,0.993
7134,d29a9540,11,0.911
7135,d2a4bfa0,11,0.908
7136,d2b68ce6,5,0.962
7137,d2cdcd71,11,0.904
7138,d2cec278,11,0.835
7139,d2da7d03,11,0.833
7140,d2e35e35,4,0.973
7141,d2e4357f,5,0.983
7142,d2f83be2,8,0.9359999999999999
7143,d30218ba,7,0.847
7144,d310f027,5,0.967
7145,d312b36b,9,0.6930000000000001
7146,d314d722,5,0.948
7147,d3220931,6,0.988
7148,d32d3dd3,11,0.832
7149,d3307c7e,2,0.765
7150,d3405664,5,0.895
7151,d34d78e6,5,0.982
7152,d350bf4d,4,0.962
7153,d35ee4ea,4,0.994
7154,d36d3fcf,6,0.977
7155,d372a6c8,6,0.885
7156,d382702c,7,0.925
7157,d387e795,5,0.957
7158,d3884777,7,0.778
7159,d3889d25,6,0.8200000000000001
7160,d38b63c2,6,0.984
7161,d399ac63,7,0.944
7162,d3a2645b,0,0.882
7163,d3c32abf,5,0.962
7164,d3c54c14,7,0.798
7165,d3c825b6,1,0.806
7166,d3d3316a,8,0.991
7167,d3d55881,1,0.928
7168,d3db97a8,0,0.918
7169,d3e198ce,9,0.999
7170,d3f60838,0,0.922
7171,d3f6e064,7,0.906
7172,d3fd657c,11,0.887
7173,d4061b6d,4,0.926
7174,d4188965,11,0.919
7175,d41989df,10,0.733
7176,d419c86a,11,0.648
7177,d41bde89,2,0.987
7178,d42246a7,0,0.96
7179,d4233352,6,0.927
7180,d430ef49,6,0.952
7181,d431df90,6,0.947
7182,d4475d0a,3,0.984
7183,d449d86f,6,0.967
7184,d45ee040,6,0.984
7185,d4670778,4,0.957
7186,d470e1dd,11,1.0
7187,d4800f7d,7,1.0
7188,d4860eae,11,0.868
7189,d49cf8cd,5,0.912
7190,d4b3f626,11,0.793
7191,d4b5b753,6,0.846
7192,d4bc302f,10,0.986
7193,d4c6ee17,11,0.819
7194,d4c9e9e5,5,0.929
7195,d4d39788,6,0.971
7196,d4da1612,11,0.96
7197,d4da960e,5,0.965
7198,d4dbf367,5,0.977
7199,d4ea941a,4,1.0
7200,d4eefbd0,2,0.992
7201,d4f8c196,4,0.938
7202,d4fb8b0c,10,0.827
7203,d4fc9a82,7,0.786
7204,d504b195,5,0.912
7205,d514aa21,6,0.829
7206,d527ac46,9,0.975
7207,d53403d3,5,0.982
7208,d5370126,1,0.976
7209,d53705aa,5,0.916
7210,d53ca634,6,0.838
7211,d544b3ae,5,0.955
7212,d545b304,6,0.986
7213,d5486dbe,5,0.971
7214,d553bb5a,6,0.983
7215,d555a251,5,0.985
7216,d55ffeae,11,0.86
7217,d5608afc,3,0.845
7218,d5629cd7,1,0.89
7219,d562a43f,10,0.785
7220,d5634f79,5,0.961
7221,d564f18f,5,0.935
7222,d56868a3,5,0.938
7223,d56a14ed,8,0.996
7224,d56ffecd,1,0.881
7225,d57064c1,3,0.95
7226,d58c0d62,11,1.0
7227,d58d6cb2,2,0.991
7228,d5a17918,9,0.817
7229,d5a24ae7,4,0.913
7230,d5a53fed,0,0.913
7231,d5a54ca3,2,0.938
7232,d5ae3894,9,0.723
7233,d5b3d7f0,5,0.975
7234,d5bb0b69,7,0.792
7235,d5c1c539,5,0.962
7236,d5d216a7,3,0.969
7237,d5d2b90d,6,0.924
7238,d5d81dd7,7,0.7050000000000001
7239,d5dd11de,11,0.852
7240,d5df004f,7,0.916
7241,d5e3fbfe,8,0.979
7242,d5e7b45f,10,0.747
7243,d5e7e0e2,7,0.956
7244,d5edbcbe,2,0.8140000000000001
7245,d5f39bac,6,0.89
7246,d5fd8f90,0,0.992
7247,d6049f92,5,0.96
7248,d6052510,7,0.7989999999999999
7249,d60bf064,7,0.793
7250,d60f0bd8,6,0.837
7251,d611323e,6,0.884
7252,d615dec6,6,0.858
7253,d61ad250,6,0.867
7254,d63a1d51,5,0.984
7255,d63f63c2,8,0.984
7256,d63fb561,5,0.963
7257,d649fd70,1,0.962
7258,d64c7ee3,4,0.98
7259,d658c34a,4,0.958
7260,d65d5c4f,10,1.0
7261,d66b6c1d,6,0.938
7262,d66bc2e2,5,0.91
7263,d67118e4,8,0.992
7264,d672964d,7,0.944
7265,d676be9f,7,0.908
7266,d67cd91c,6,0.931
7267,d68a46bf,4,0.952
7268,d68d450b,4,0.883
7269,d69480ac,10,0.872
7270,d6995c71,2,0.79
7271,d699b628,5,0.904
7272,d69ae53d,10,0.63
7273,d69d7fc0,2,0.937
7274,d6aaccb5,0,1.0
7275,d6b0c3c7,7,0.931
7276,d6b74f0f,2,0.843
7277,d6b95589,11,0.7969999999999999
7278,d6bc99b9,5,0.961
7279,d6ce6cff,2,0.991
7280,d6d46d89,11,1.0
7281,d6e8a2ce,5,0.951
7282,d70c7b81,6,0.98
7283,d70ea6b2,2,0.863
7284,d7108baa,6,0.982
7285,d71b5c9b,2,0.834
7286,d71e875d,6,0.9359999999999999
7287,d7202989,7,0.915
7288,d721b26c,6,0.976
7289,d7273bb2,4,0.979
7290,d7286742,5,0.9410000000000001
7291,d72d9aea,6,0.768
7292,d7325f8a,6,0.956
7293,d735f47e,3,0.863
7294,d7592102,10,0.841
7295,d75e6b93,4,0.953
7296,d766f33b,11,0.951
7297,d7729649,0,0.9299999999999999
7298,d784fa34,6,0.981
7299,d787f809,6,0.906
7300,d7893765,5,0.838
7301,d791c975,11,0.742
7302,d799ee70,6,0.963
7303,d7a3a181,11,1.0
7304,d7b36943,8,0.914
7305,d7bb8466,7,0.774
7306,d7c1f27a,5,0.99
7307,d7c215e0,6,0.872
7308,d7cf9caf,4,0.955
7309,d7e0b856,5,0.966
7310,d7e1fdcd,6,0.974
7311,d7e28fc8,1,0.917
7312,d7e4860c,5,0.975
7313,d7ee22b1,7,0.85
7314,d7f4be04,1,0.847
7315,d7f808da,2,0.914
7316,d80061a7,5,0.981
7317,d807e77d,1,0.9319999999999999
7318,d812d437,6,0.791
7319,d81c1a5a,8,0.951
7320,d81e03d4,8,0.99
7321,d8285d25,7,0.903
7322,d834c12e,0,0.957
7323,d8398fc5,5,0.892
7324,d8449e79,5,0.952
7325,d84b1331,4,0.973
7326,d8520030,4,1.0
7327,d85c00ec,6,0.901
7328,d865352e,4,0.977
7329,d86a1885,5,0.92
7330,d86f4744,9,0.723
7331,d87867d1,11,0.792
7332,d8876893,1,0.836
7333,d8883e4c,6,0.989
7334,d88e3d26,5,0.946
7335,d890c26b,8,0.877
7336,d89105a5,4,0.943
7337,d8923423,9,0.998
7338,d893a27e,4,0.958
7339,d89744d4,5,0.957
7340,d89c9fbc,10,0.692
7341,d8ae34f2,5,0.96
7342,d8be14d1,11,0.907
7343,d8c36fdd,10,0.784
7344,d8d05fc1,10,0.832
7345,d8e45923,8,0.7989999999999999
7346,d8e67225,0,0.921
7347,d8f65161,7,0.901
7348,d8f91b54,2,0.867
7349,d8fabee7,5,0.988
7350,d904a3f3,5,0.98
7351,d918aad0,11,0.714
7352,d9218974,5,0.964
7353,d9286afb,10,0.746
7354,d93424f7,6,1.0
7355,d93c1a86,5,0.978
7356,d93e567d,5,0.98
7357,d9434d73,9,0.997
7358,d949bd7b,6,0.919
7359,d955eeb0,1,0.982
7360,d960a04f,5,0.873
7361,d961dfda,8,1.0
7362,d96260bb,5,0.983
7363,d9654430,2,0.911
7364,d96589c4,5,0.975
7365,d96703e1,11,0.85
7366,d96e3b13,2,0.876
7367,d96f6e08,11,0.925
7368,d970ee1b,5,0.98
7369,d9720afc,1,0.751
7370,d97227d0,11,0.742
