chipid,month
744c1619,4
744c1619,5
744c1619,6
744c1619,7
744c1619,8
744c1619,9
744c1619,10
744c1619,11
744c58e7,0
744c58e7,1
744c58e7,2
744c58e7,3
744c58e7,4
744c58e7,5
744c58e7,6
744c58e7,7
744c58e7,8
744c58e7,9
744c58e7,10
744c58e7,11
7451cbcf,0
7451cbcf,1
7451cbcf,2
7451cbcf,3
7451cbcf,4
7451cbcf,5
7451cbcf,6
7451cbcf,7
7451cbcf,8
7451cbcf,9
7451cbcf,10
7451cbcf,11
7465c734,0
7465c734,1
7465c734,2
7465c734,3
7465c734,4
7465c734,5
7465c734,6
7465c734,7
7465c734,8
7465c734,9
7465c734,10
7465c734,11
746977a5,0
746977a5,1
746977a5,2
746977a5,3
746977a5,4
746977a5,5
746977a5,6
746977a5,7
746977a5,8
746977a5,9
746977a5,10
746977a5,11
7469ebf1,0
7469ebf1,1
7469ebf1,2
7469ebf1,3
7469ebf1,4
7469ebf1,5
7469ebf1,6
7469ebf1,7
7469ebf1,8
7469ebf1,9
7469ebf1,10
7469ebf1,11
746e99e1,0
746e99e1,1
746e99e1,2
746e99e1,3
746e99e1,4
746e99e1,5
746e99e1,6
746e99e1,7
746e99e1,8
746e99e1,9
746e99e1,10
746e99e1,11
74737505,0
74737505,1
74737505,2
74737505,3
74737505,4
74737505,5
74737505,6
74737505,7
74737505,8
74737505,9
74737505,10
74737505,11
74743e38,0
74743e38,1
74743e38,2
74743e38,3
74743e38,4
74743e38,5
74743e38,6
74743e38,7
74743e38,8
74743e38,9
74743e38,10
74743e38,11
7476004e,0
7476004e,1
7476004e,2
7476004e,3
7476004e,4
7476004e,5
7476004e,6
7476004e,7
7476004e,8
7476004e,9
7476004e,10
7476004e,11
747bbc06,0
747bbc06,1
747bbc06,2
747bbc06,3
747bbc06,4
747bbc06,5
747bbc06,6
747bbc06,7
747bbc06,8
747bbc06,9
747bbc06,10
747bbc06,11
747cd97b,0
747cd97b,1
747cd97b,2
747cd97b,3
747cd97b,4
747cd97b,5
747cd97b,6
747cd97b,7
747cd97b,8
747cd97b,9
747cd97b,10
747cd97b,11
747eeda1,0
747eeda1,1
747eeda1,2
747eeda1,3
747eeda1,4
747eeda1,5
747eeda1,6
747eeda1,7
747eeda1,8
747eeda1,9
747eeda1,10
747eeda1,11
74856fa2,0
74856fa2,1
74856fa2,2
74856fa2,3
74856fa2,4
74856fa2,5
74856fa2,6
74856fa2,7
74856fa2,8
74856fa2,9
74856fa2,10
74856fa2,11
7489072f,0
7489072f,1
7489072f,2
7489072f,3
7489072f,4
7489072f,5
7489072f,6
7489072f,7
7489072f,8
7489072f,9
7489072f,10
7489072f,11
748a50a5,0
748a50a5,1
748a50a5,2
748a50a5,3
748a50a5,4
748a50a5,5
748a50a5,6
748a50a5,7
748a50a5,8
748a50a5,9
748a50a5,10
748a50a5,11
7492e145,0
7492e145,1
7492e145,2
7492e145,3
7492e145,4
7492e145,5
7492e145,6
7492e145,7
7492e145,8
7492e145,9
7492e145,10
7492e145,11
749ab066,0
749ab066,1
749ab066,2
749ab066,3
749ab066,4
749ab066,5
749ab066,6
749ab066,7
749ab066,8
749ab066,9
749ab066,10
749ab066,11
749bb518,0
749bb518,1
749bb518,2
749bb518,3
749bb518,4
749bb518,5
749bb518,6
749bb518,7
749bb518,8
749bb518,9
749bb518,10
749bb518,11
749dbd98,0
749dbd98,1
749dbd98,2
749dbd98,3
749dbd98,4
749dbd98,5
749dbd98,6
749dbd98,7
749dbd98,8
749dbd98,9
749dbd98,10
749dbd98,11
74a03b25,0
74a03b25,1
74a03b25,2
74a03b25,3
74a03b25,4
74a03b25,5
74a03b25,6
74a03b25,7
74a03b25,8
74a03b25,9
74a03b25,10
74a03b25,11
74a21819,0
74a21819,1
74a21819,2
74a21819,3
74a21819,4
74a21819,5
74a21819,6
74a21819,7
74a21819,8
74a21819,9
74a21819,10
74a21819,11
74a704f2,0
74a704f2,1
74a704f2,2
74a704f2,3
74a704f2,4
74a704f2,5
74a704f2,6
74a704f2,7
74a704f2,8
74a704f2,9
74a704f2,10
74a704f2,11
74b49264,0
74b49264,1
74b49264,2
74b49264,3
74b49264,4
74b49264,5
74b49264,6
74b49264,7
74b49264,8
74b49264,9
74b49264,10
74b49264,11
74b6b179,0
74b6b179,1
74b6b179,2
74b6b179,3
74b6b179,4
74b6b179,5
74b6b179,6
74b6b179,7
74b6b179,8
74b6b179,9
74b6b179,10
74b6b179,11
74c1f904,0
74c1f904,1
74c1f904,2
74c1f904,3
74c1f904,4
74c1f904,5
74c1f904,6
74c1f904,7
74c1f904,8
74c1f904,9
74c1f904,10
74c1f904,11
74cbb1e1,0
74cbb1e1,1
74cbb1e1,2
74cbb1e1,3
74cbb1e1,4
74cbb1e1,5
74cbb1e1,6
74cbb1e1,7
74cbb1e1,8
74cbb1e1,9
74cbb1e1,10
74cbb1e1,11
74d2eb17,0
74d2eb17,1
74d2eb17,2
74d2eb17,3
74d2eb17,4
74d2eb17,5
74d2eb17,6
74d2eb17,7
74d2eb17,8
74d2eb17,9
74d2eb17,10
74d2eb17,11
74dc6d8d,0
74dc6d8d,1
74dc6d8d,2
74dc6d8d,3
74dc6d8d,4
74dc6d8d,5
74dc6d8d,6
74dc6d8d,7
74dc6d8d,8
74dc6d8d,9
74dc6d8d,10
74dc6d8d,11
74e9fcac,0
74e9fcac,1
74e9fcac,2
74e9fcac,3
74e9fcac,4
74e9fcac,5
74e9fcac,6
74e9fcac,7
74e9fcac,8
74e9fcac,9
74e9fcac,10
74e9fcac,11
74f00b78,0
74f00b78,1
74f00b78,2
74f00b78,3
74f00b78,4
74f00b78,5
74f00b78,6
74f00b78,7
74f00b78,8
74f00b78,9
74f00b78,10
74f00b78,11
74f45976,0
74f45976,1
74f45976,2
74f45976,3
74f45976,4
74f45976,5
74f45976,6
74f45976,7
74f45976,8
74f45976,9
74f45976,10
74f45976,11
74f63b5b,0
74f63b5b,1
74f63b5b,2
74f63b5b,3
74f63b5b,4
74f63b5b,5
74f63b5b,6
74f63b5b,7
74f63b5b,8
74f63b5b,9
74f63b5b,10
74f63b5b,11
75025854,0
75025854,1
75025854,2
75025854,3
75025854,4
75025854,5
75025854,6
75025854,7
75025854,8
75025854,9
75025854,10
75025854,11
750db833,0
750db833,1
750db833,2
750db833,3
750db833,4
750db833,5
750db833,6
750db833,7
750db833,8
750db833,9
750db833,10
750db833,11
750df49e,0
750df49e,1
750df49e,2
750df49e,3
750df49e,4
750df49e,5
750df49e,6
750df49e,7
750df49e,8
750df49e,9
750df49e,10
750df49e,11
750f5a9e,0
750f5a9e,1
750f5a9e,2
750f5a9e,3
750f5a9e,4
750f5a9e,5
750f5a9e,6
750f5a9e,7
750f5a9e,8
750f5a9e,9
750f5a9e,10
750f5a9e,11
7512b26d,0
7512b26d,1
7512b26d,2
7512b26d,3
7512b26d,4
7512b26d,5
7512b26d,6
7512b26d,7
7512b26d,8
7512b26d,9
7512b26d,10
7512b26d,11
7519c115,0
7519c115,1
7519c115,2
7519c115,3
7519c115,4
7519c115,5
7519c115,6
7519c115,7
7519c115,8
7519c115,9
7519c115,10
7519c115,11
751cad7c,0
751cad7c,1
751cad7c,2
751cad7c,3
751cad7c,4
751cad7c,5
751cad7c,6
751cad7c,7
751cad7c,8
751cad7c,9
751cad7c,10
751cad7c,11
752f2d5d,0
752f2d5d,1
752f2d5d,2
752f2d5d,3
752f2d5d,4
752f2d5d,5
752f2d5d,6
752f2d5d,7
752f2d5d,8
752f2d5d,9
752f2d5d,10
752f2d5d,11
7533658d,0
7533658d,1
7533658d,2
7533658d,3
7533658d,4
7533658d,5
7533658d,6
7533658d,7
7533658d,8
7533658d,9
7533658d,10
7533658d,11
7540e459,0
7540e459,1
7540e459,2
7540e459,3
7540e459,4
7540e459,5
7540e459,6
7540e459,7
7540e459,8
7540e459,9
7540e459,10
7540e459,11
75551ce0,0
75551ce0,1
75551ce0,2
75551ce0,3
75551ce0,4
75551ce0,5
75551ce0,6
75551ce0,7
75551ce0,8
75551ce0,9
75551ce0,10
75551ce0,11
755883fd,0
755883fd,1
755883fd,2
755883fd,3
755883fd,4
755883fd,5
755883fd,6
755883fd,7
755883fd,8
755883fd,9
755883fd,10
755883fd,11
7558e2fb,0
7558e2fb,1
7558e2fb,2
7558e2fb,3
7558e2fb,4
7558e2fb,5
7558e2fb,6
7558e2fb,7
7558e2fb,8
7558e2fb,9
7558e2fb,10
7558e2fb,11
756a5287,0
756a5287,1
756a5287,2
756a5287,3
756a5287,4
756a5287,5
756a5287,6
756a5287,7
756a5287,8
756a5287,9
756a5287,10
756a5287,11
75716601,0
75716601,1
75716601,2
75716601,3
75716601,4
75716601,5
75716601,6
75716601,7
75716601,8
75716601,9
75716601,10
75716601,11
75768465,0
75768465,1
75768465,2
75768465,3
75768465,4
75768465,5
75768465,6
75768465,7
75768465,8
75768465,9
75768465,10
75768465,11
7578c7eb,0
7578c7eb,1
7578c7eb,2
7578c7eb,3
7578c7eb,4
7578c7eb,5
7578c7eb,6
7578c7eb,7
7578c7eb,8
7578c7eb,9
7578c7eb,10
7578c7eb,11
757c876d,0
757c876d,1
757c876d,2
757c876d,3
757c876d,4
757c876d,5
757c876d,6
757c876d,7
757c876d,8
757c876d,9
757c876d,10
757c876d,11
758c6eda,0
758c6eda,1
758c6eda,2
758c6eda,3
758c6eda,4
758c6eda,5
758c6eda,6
758c6eda,7
758c6eda,8
758c6eda,9
758c6eda,10
758c6eda,11
75942ebf,0
75942ebf,1
75942ebf,2
75942ebf,3
75942ebf,4
75942ebf,5
75942ebf,6
75942ebf,7
75942ebf,8
75942ebf,9
75942ebf,10
75942ebf,11
75972bc8,0
75972bc8,1
75972bc8,2
75972bc8,3
75972bc8,4
75972bc8,5
75972bc8,6
75972bc8,7
75972bc8,8
75972bc8,9
75972bc8,10
75972bc8,11
759884d9,0
759884d9,1
759884d9,2
759884d9,3
759884d9,4
759884d9,5
759884d9,6
759884d9,7
759884d9,8
759884d9,9
759884d9,10
759884d9,11
759d99bb,0
759d99bb,1
759d99bb,2
759d99bb,3
759d99bb,4
759d99bb,5
759d99bb,6
759d99bb,7
759d99bb,8
759d99bb,9
759d99bb,10
759d99bb,11
75ac2508,0
75ac2508,1
75ac2508,2
75ac2508,3
75ac2508,4
75ac2508,5
75ac2508,6
75ac2508,7
75ac2508,8
75ac2508,9
75ac2508,10
75ac2508,11
75acecfc,0
75acecfc,1
75acecfc,2
75acecfc,3
75acecfc,4
75acecfc,5
75acecfc,6
75acecfc,7
75acecfc,8
75acecfc,9
75acecfc,10
75acecfc,11
75ad0a09,0
75ad0a09,1
75ad0a09,2
75ad0a09,3
75ad0a09,4
75ad0a09,5
75ad0a09,6
75ad0a09,7
75ad0a09,8
75ad0a09,9
75ad0a09,10
75ad0a09,11
75b482d7,0
75b482d7,1
75b482d7,2
75b482d7,3
75b482d7,4
75b482d7,5
75b482d7,6
75b482d7,7
75b482d7,8
75b482d7,9
75b482d7,10
75b482d7,11
75ba8d5a,0
75ba8d5a,1
75ba8d5a,2
75ba8d5a,3
75ba8d5a,4
75ba8d5a,5
75ba8d5a,6
75ba8d5a,7
75ba8d5a,8
75ba8d5a,9
75ba8d5a,10
75ba8d5a,11
75bd7ff0,0
75bd7ff0,1
75bd7ff0,2
75bd7ff0,3
75bd7ff0,4
75bd7ff0,5
75bd7ff0,6
75bd7ff0,7
75bd7ff0,8
75bd7ff0,9
75bd7ff0,10
75bd7ff0,11
75cd6549,0
75cd6549,1
75cd6549,2
75cd6549,3
75cd6549,4
75cd6549,5
75cd6549,6
75cd6549,7
75cd6549,8
75cd6549,9
75cd6549,10
75cd6549,11
75e80cb9,0
75e80cb9,1
75e80cb9,2
75e80cb9,3
75e80cb9,4
75e80cb9,5
75e80cb9,6
75e80cb9,7
75e80cb9,8
75e80cb9,9
75e80cb9,10
75e80cb9,11
75f1e6ed,0
75f1e6ed,1
75f1e6ed,2
75f1e6ed,3
75f1e6ed,4
75f1e6ed,5
75f1e6ed,6
75f1e6ed,7
75f1e6ed,8
75f1e6ed,9
75f1e6ed,10
75f1e6ed,11
75f309ee,0
75f309ee,1
75f309ee,2
75f309ee,3
75f309ee,4
75f309ee,5
75f309ee,6
75f309ee,7
75f309ee,8
75f309ee,9
75f309ee,10
75f309ee,11
75f68504,0
75f68504,1
75f68504,2
75f68504,3
75f68504,4
75f68504,5
75f68504,6
75f68504,7
75f68504,8
75f68504,9
75f68504,10
75f68504,11
75fb4acf,0
75fb4acf,1
75fb4acf,2
75fb4acf,3
75fb4acf,4
75fb4acf,5
75fb4acf,6
75fb4acf,7
75fb4acf,8
75fb4acf,9
75fb4acf,10
75fb4acf,11
760653c9,0
760653c9,1
760653c9,2
760653c9,3
760653c9,4
760653c9,5
760653c9,6
760653c9,7
760653c9,8
760653c9,9
760653c9,10
760653c9,11
760a7961,0
760a7961,1
760a7961,2
760a7961,3
760a7961,4
760a7961,5
760a7961,6
760a7961,7
760a7961,8
760a7961,9
760a7961,10
760a7961,11
760c42ff,0
760c42ff,1
760c42ff,2
760c42ff,3
760c42ff,4
760c42ff,5
760c42ff,6
760c42ff,7
760c42ff,8
760c42ff,9
760c42ff,10
760c42ff,11
760c9abc,0
760c9abc,1
760c9abc,2
760c9abc,3
760c9abc,4
760c9abc,5
760c9abc,6
760c9abc,7
760c9abc,8
760c9abc,9
760c9abc,10
760c9abc,11
760df82b,0
760df82b,1
760df82b,2
760df82b,3
760df82b,4
760df82b,5
760df82b,6
760df82b,7
760df82b,8
760df82b,9
760df82b,10
760df82b,11
7611cb41,0
7611cb41,1
7611cb41,2
7611cb41,3
7611cb41,4
7611cb41,5
7611cb41,6
7611cb41,7
7611cb41,8
7611cb41,9
7611cb41,10
7611cb41,11
7615a2e2,0
7615a2e2,1
7615a2e2,2
7615a2e2,3
7615a2e2,4
7615a2e2,5
7615a2e2,6
7615a2e2,7
7615a2e2,8
7615a2e2,9
7615a2e2,10
7615a2e2,11
7615b745,0
7615b745,1
7615b745,2
7615b745,3
7615b745,4
7615b745,5
7615b745,6
7615b745,7
7615b745,8
7615b745,9
7615b745,10
7615b745,11
76166125,0
76166125,1
76166125,2
76166125,3
76166125,4
76166125,5
76166125,6
76166125,7
76166125,8
76166125,9
76166125,10
76166125,11
761819de,0
761819de,1
761819de,2
761819de,3
761819de,4
761819de,5
761819de,6
761819de,7
761819de,8
761819de,9
761819de,10
761819de,11
761d37ba,0
761d37ba,1
761d37ba,2
761d37ba,3
761d37ba,4
761d37ba,5
761d37ba,6
761d37ba,7
761d37ba,8
761d37ba,9
761d37ba,10
761d37ba,11
7641ee1d,0
7641ee1d,1
7641ee1d,2
7641ee1d,3
7641ee1d,4
7641ee1d,5
7641ee1d,6
7641ee1d,7
7641ee1d,8
7641ee1d,9
7641ee1d,10
7641ee1d,11
764fee38,0
764fee38,1
764fee38,2
764fee38,3
764fee38,4
764fee38,5
764fee38,6
764fee38,7
764fee38,8
764fee38,9
764fee38,10
764fee38,11
765ad297,0
765ad297,1
765ad297,2
765ad297,3
765ad297,4
765ad297,5
765ad297,6
765ad297,7
765ad297,8
765ad297,9
765ad297,10
765ad297,11
765e660b,0
765e660b,1
765e660b,2
765e660b,3
765e660b,4
765e660b,5
765e660b,6
765e660b,7
765e660b,8
765e660b,9
765e660b,10
765e660b,11
76646124,0
76646124,1
76646124,2
76646124,3
76646124,4
76646124,5
76646124,6
76646124,7
76646124,8
76646124,9
76646124,10
76646124,11
766567e3,0
766567e3,1
766567e3,2
766567e3,3
766567e3,4
766567e3,5
766567e3,6
766567e3,7
766567e3,8
766567e3,9
766567e3,10
766567e3,11
7673df74,0
7673df74,1
7673df74,2
7673df74,3
7673df74,4
7673df74,5
7673df74,6
7673df74,7
7673df74,8
7673df74,9
7673df74,10
7673df74,11
76796529,0
76796529,1
76796529,2
76796529,3
76796529,4
76796529,5
76796529,6
76796529,7
76796529,8
76796529,9
76796529,10
76796529,11
76823491,0
76823491,1
76823491,2
76823491,3
76823491,4
76823491,5
76823491,6
76823491,7
76823491,8
76823491,9
76823491,10
76823491,11
76869d9c,0
76869d9c,1
76869d9c,2
76869d9c,3
76869d9c,4
76869d9c,5
76869d9c,6
76869d9c,7
76869d9c,8
76869d9c,9
76869d9c,10
76869d9c,11
76889d19,0
76889d19,1
76889d19,2
76889d19,3
76889d19,4
76889d19,5
76889d19,6
76889d19,7
76889d19,8
76889d19,9
76889d19,10
76889d19,11
768a86b1,0
768a86b1,1
768a86b1,2
768a86b1,3
768a86b1,4
768a86b1,5
768a86b1,6
768a86b1,7
768a86b1,8
768a86b1,9
768a86b1,10
768a86b1,11
76953691,0
76953691,1
76953691,2
76953691,3
76953691,4
76953691,5
76953691,6
76953691,7
76953691,8
76953691,9
76953691,10
76953691,11
76958911,0
76958911,1
76958911,2
76958911,3
76958911,4
76958911,5
76958911,6
76958911,7
76958911,8
76958911,9
76958911,10
76958911,11
76abcf50,0
76abcf50,1
76abcf50,2
76abcf50,3
76abcf50,4
76abcf50,5
76abcf50,6
76abcf50,7
76abcf50,8
76abcf50,9
76abcf50,10
76abcf50,11
76b58989,0
76b58989,1
76b58989,2
76b58989,3
76b58989,4
76b58989,5
76b58989,6
76b58989,7
76b58989,8
76b58989,9
76b58989,10
76b58989,11
76b8e36d,0
76b8e36d,1
76b8e36d,2
76b8e36d,3
76b8e36d,4
76b8e36d,5
76b8e36d,6
76b8e36d,7
76b8e36d,8
76b8e36d,9
76b8e36d,10
76b8e36d,11
76c10a83,0
76c10a83,1
76c10a83,2
76c10a83,3
76c10a83,4
76c10a83,5
76c10a83,6
76c10a83,7
76c10a83,8
76c10a83,9
76c10a83,10
76c10a83,11
76c6b632,0
76c6b632,1
76c6b632,2
76c6b632,3
76c6b632,4
76c6b632,5
76c6b632,6
76c6b632,7
76c6b632,8
76c6b632,9
76c6b632,10
76c6b632,11
76c9f358,0
76c9f358,1
76c9f358,2
76c9f358,3
76c9f358,4
76c9f358,5
76c9f358,6
76c9f358,7
76c9f358,8
76c9f358,9
76c9f358,10
76c9f358,11
76d2ebd0,0
76d2ebd0,1
76d2ebd0,2
76d2ebd0,3
76d2ebd0,4
76d2ebd0,5
76d2ebd0,6
76d2ebd0,7
76d2ebd0,8
76d2ebd0,9
76d2ebd0,10
76d2ebd0,11
76da98ec,0
76da98ec,1
76da98ec,2
76da98ec,3
76da98ec,4
76da98ec,5
76da98ec,6
76da98ec,7
76da98ec,8
76da98ec,9
76da98ec,10
76da98ec,11
76e09ab6,0
76e09ab6,1
76e09ab6,2
76e09ab6,3
76e09ab6,4
76e09ab6,5
76e09ab6,6
76e09ab6,7
76e09ab6,8
76e09ab6,9
76e09ab6,10
76e09ab6,11
76e15545,0
76e15545,1
76e15545,2
76e15545,3
76e15545,4
76e15545,5
76e15545,6
76e15545,7
76e15545,8
76e15545,9
76e15545,10
76e15545,11
76e4ec0c,0
76e4ec0c,1
76e4ec0c,2
76e4ec0c,3
76e4ec0c,4
76e4ec0c,5
76e4ec0c,6
76e4ec0c,7
76e4ec0c,8
76e4ec0c,9
76e4ec0c,10
76e4ec0c,11
76e6f5a4,0
76e6f5a4,1
76e6f5a4,2
76e6f5a4,3
76e6f5a4,4
76e6f5a4,5
76e6f5a4,6
76e6f5a4,7
76e6f5a4,8
76e6f5a4,9
76e6f5a4,10
76e6f5a4,11
76ecea6e,0
76ecea6e,1
76ecea6e,2
76ecea6e,3
76ecea6e,4
76ecea6e,5
76ecea6e,6
76ecea6e,7
76ecea6e,8
76ecea6e,9
76ecea6e,10
76ecea6e,11
770162fc,0
770162fc,1
770162fc,2
770162fc,3
770162fc,4
770162fc,5
770162fc,6
770162fc,7
770162fc,8
770162fc,9
770162fc,10
770162fc,11
770f2f06,0
770f2f06,1
770f2f06,2
770f2f06,3
770f2f06,4
770f2f06,5
770f2f06,6
770f2f06,7
770f2f06,8
770f2f06,9
770f2f06,10
770f2f06,11
771062b2,0
771062b2,1
771062b2,2
771062b2,3
771062b2,4
771062b2,5
771062b2,6
771062b2,7
771062b2,8
771062b2,9
771062b2,10
771062b2,11
77129f5a,0
77129f5a,1
77129f5a,2
77129f5a,3
77129f5a,4
77129f5a,5
77129f5a,6
77129f5a,7
77129f5a,8
77129f5a,9
77129f5a,10
77129f5a,11
771bf509,0
771bf509,1
771bf509,2
771bf509,3
771bf509,4
771bf509,5
771bf509,6
771bf509,7
771bf509,8
771bf509,9
771bf509,10
771bf509,11
7720432c,0
7720432c,1
7720432c,2
7720432c,3
7720432c,4
7720432c,5
7720432c,6
7720432c,7
7720432c,8
7720432c,9
7720432c,10
7720432c,11
772561e5,0
772561e5,1
772561e5,2
772561e5,3
772561e5,4
772561e5,5
772561e5,6
772561e5,7
772561e5,8
772561e5,9
772561e5,10
772561e5,11
772a28b2,0
772a28b2,1
772a28b2,2
772a28b2,3
772a28b2,4
772a28b2,5
772a28b2,6
772a28b2,7
772a28b2,8
772a28b2,9
772a28b2,10
772a28b2,11
7733b552,0
7733b552,1
7733b552,2
7733b552,3
7733b552,4
7733b552,5
7733b552,6
7733b552,7
7733b552,8
7733b552,9
7733b552,10
7733b552,11
773e8a32,0
773e8a32,1
773e8a32,2
773e8a32,3
773e8a32,4
773e8a32,5
773e8a32,6
773e8a32,7
773e8a32,8
773e8a32,9
773e8a32,10
773e8a32,11
773f31dc,0
773f31dc,1
773f31dc,2
773f31dc,3
773f31dc,4
773f31dc,5
773f31dc,6
773f31dc,7
773f31dc,8
773f31dc,9
773f31dc,10
773f31dc,11
7741afe1,0
7741afe1,1
7741afe1,2
7741afe1,3
7741afe1,4
7741afe1,5
7741afe1,6
7741afe1,7
7741afe1,8
7741afe1,9
7741afe1,10
7741afe1,11
77422433,0
77422433,1
77422433,2
77422433,3
77422433,4
77422433,5
77422433,6
77422433,7
77422433,8
77422433,9
77422433,10
77422433,11
774f94cb,0
774f94cb,1
774f94cb,2
774f94cb,3
774f94cb,4
774f94cb,5
774f94cb,6
774f94cb,7
774f94cb,8
774f94cb,9
774f94cb,10
774f94cb,11
7773df35,0
7773df35,1
7773df35,2
7773df35,3
7773df35,4
7773df35,5
7773df35,6
7773df35,7
7773df35,8
7773df35,9
7773df35,10
7773df35,11
777abe81,0
777abe81,1
777abe81,2
777abe81,3
777abe81,4
777abe81,5
777abe81,6
777abe81,7
777abe81,8
777abe81,9
777abe81,10
777abe81,11
777d14b6,0
777d14b6,1
777d14b6,2
777d14b6,3
777d14b6,4
777d14b6,5
777d14b6,6
777d14b6,7
777d14b6,8
777d14b6,9
777d14b6,10
777d14b6,11
778794c6,0
778794c6,1
778794c6,2
778794c6,3
778794c6,4
778794c6,5
778794c6,6
778794c6,7
778794c6,8
778794c6,9
778794c6,10
778794c6,11
778e2a1f,0
778e2a1f,1
778e2a1f,2
778e2a1f,3
778e2a1f,4
778e2a1f,5
778e2a1f,6
778e2a1f,7
778e2a1f,8
778e2a1f,9
778e2a1f,10
778e2a1f,11
77919dae,0
77919dae,1
77919dae,2
77919dae,3
77919dae,4
77919dae,5
77919dae,6
77919dae,7
77919dae,8
77919dae,9
77919dae,10
77919dae,11
7792ad3a,0
7792ad3a,1
7792ad3a,2
7792ad3a,3
7792ad3a,4
7792ad3a,5
7792ad3a,6
7792ad3a,7
7792ad3a,8
7792ad3a,9
7792ad3a,10
7792ad3a,11
77a08bdd,0
77a08bdd,1
77a08bdd,2
77a08bdd,3
77a08bdd,4
77a08bdd,5
77a08bdd,6
77a08bdd,7
77a08bdd,8
77a08bdd,9
77a08bdd,10
77a08bdd,11
77b7d478,0
77b7d478,1
77b7d478,2
77b7d478,3
77b7d478,4
77b7d478,5
77b7d478,6
77b7d478,7
77b7d478,8
77b7d478,9
77b7d478,10
77b7d478,11
77b7f2fb,0
77b7f2fb,1
77b7f2fb,2
77b7f2fb,3
77b7f2fb,4
77b7f2fb,5
77b7f2fb,6
77b7f2fb,7
77b7f2fb,8
77b7f2fb,9
77b7f2fb,10
77b7f2fb,11
77bbd1f5,0
77bbd1f5,1
77bbd1f5,2
77bbd1f5,3
77bbd1f5,4
77bbd1f5,5
77bbd1f5,6
77bbd1f5,7
77bbd1f5,8
77bbd1f5,9
77bbd1f5,10
77bbd1f5,11
77c5464d,0
77c5464d,1
77c5464d,2
77c5464d,3
77c5464d,4
77c5464d,5
77c5464d,6
77c5464d,7
77c5464d,8
77c5464d,9
77c5464d,10
77c5464d,11
77d04ffc,0
77d04ffc,1
77d04ffc,2
77d04ffc,3
77d04ffc,4
77d04ffc,5
77d04ffc,6
77d04ffc,7
77d04ffc,8
77d04ffc,9
77d04ffc,10
77d04ffc,11
77dc9991,0
77dc9991,1
77dc9991,2
77dc9991,3
77dc9991,4
77dc9991,5
77dc9991,6
77dc9991,7
77dc9991,8
77dc9991,9
77dc9991,10
77dc9991,11
77e09c4a,0
77e09c4a,1
77e09c4a,2
77e09c4a,3
77e09c4a,4
77e09c4a,5
77e09c4a,6
77e09c4a,7
77e09c4a,8
77e09c4a,9
77e09c4a,10
77e09c4a,11
77f4aa99,0
77f4aa99,1
77f4aa99,2
77f4aa99,3
77f4aa99,4
77f4aa99,5
77f4aa99,6
77f4aa99,7
77f4aa99,8
77f4aa99,9
77f4aa99,10
77f4aa99,11
77faaaec,0
77faaaec,1
77faaaec,2
77faaaec,3
77faaaec,4
77faaaec,5
77faaaec,6
77faaaec,7
77faaaec,8
77faaaec,9
77faaaec,10
77faaaec,11
77fd4bc3,0
77fd4bc3,1
77fd4bc3,2
77fd4bc3,3
77fd4bc3,4
77fd4bc3,5
77fd4bc3,6
77fd4bc3,7
77fd4bc3,8
77fd4bc3,9
77fd4bc3,10
77fd4bc3,11
78016bed,0
78016bed,1
78016bed,2
78016bed,3
78016bed,4
78016bed,5
78016bed,6
78016bed,7
78016bed,8
78016bed,9
78016bed,10
78016bed,11
7810f307,0
7810f307,1
7810f307,2
7810f307,3
7810f307,4
7810f307,5
7810f307,6
7810f307,7
7810f307,8
7810f307,9
7810f307,10
7810f307,11
7813ad6b,0
7813ad6b,1
7813ad6b,2
7813ad6b,3
7813ad6b,4
7813ad6b,5
7813ad6b,6
7813ad6b,7
7813ad6b,8
7813ad6b,9
7813ad6b,10
7813ad6b,11
7814fa11,0
7814fa11,1
7814fa11,2
7814fa11,3
7814fa11,4
7814fa11,5
7814fa11,6
7814fa11,7
7814fa11,8
7814fa11,9
7814fa11,10
7814fa11,11
7822116a,0
7822116a,1
7822116a,2
7822116a,3
7822116a,4
7822116a,5
7822116a,6
7822116a,7
7822116a,8
7822116a,9
7822116a,10
7822116a,11
78253ba8,0
78253ba8,1
78253ba8,2
78253ba8,3
78253ba8,4
78253ba8,5
78253ba8,6
78253ba8,7
78253ba8,8
78253ba8,9
78253ba8,10
78253ba8,11
782c53ff,0
782c53ff,1
782c53ff,2
782c53ff,3
782c53ff,4
782c53ff,5
782c53ff,6
782c53ff,7
782c53ff,8
782c53ff,9
782c53ff,10
782c53ff,11
783e0cf4,0
783e0cf4,1
783e0cf4,2
783e0cf4,3
783e0cf4,4
783e0cf4,5
783e0cf4,6
783e0cf4,7
783e0cf4,8
783e0cf4,9
783e0cf4,10
783e0cf4,11
7845c46d,0
7845c46d,1
7845c46d,2
7845c46d,3
7845c46d,4
7845c46d,5
7845c46d,6
7845c46d,7
7845c46d,8
7845c46d,9
7845c46d,10
7845c46d,11
78497c06,0
78497c06,1
78497c06,2
78497c06,3
78497c06,4
78497c06,5
78497c06,6
78497c06,7
78497c06,8
78497c06,9
78497c06,10
78497c06,11
784d12c6,0
784d12c6,1
784d12c6,2
784d12c6,3
784d12c6,4
784d12c6,5
784d12c6,6
784d12c6,7
784d12c6,8
784d12c6,9
784d12c6,10
784d12c6,11
784d97f5,0
784d97f5,1
784d97f5,2
